date_ist,time_ist,symbol,company,direction,confidence,engine,reason,headline,source,link
2026-08-17,09:12:39,BANKINDIA,Bank of India,bearish,0.75,keyword,"downgraded, downgrade",RBI moves to distance self from bank deposit ratings,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/rbi-moves-to-distance-self-from-bank-deposit-ratings/articleshow/133284278.cms
2026-08-17,09:12:43,AXISBANK,Axis Bank Ltd.,bullish,0.8,gemini,Analysts project significant upside potential for Axis Bank's share price over the next 12 months.,9 Sensex stocks with up to 41% upside potential. Are these in your portfolio?,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/9-sensex-stocks-with-up-to-41-upside-potential-are-these-in-your-portfolio/slideshow/133271796.cms
2026-08-17,09:12:46,BANDHANBNK,Bandhan Bank Ltd.,bullish,0.65,keyword,bonus issue,"Bonus, stock splits &amp; dividends: Bandhan Bank, MGL, Mazagon Dock among nearly 100 stocks turning ex-record date this week",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/bonus-stock-splits-dividends-bandhan-bank-mgl-mazagon-dock-among-nearly-100-stocks-turning-ex-record-date-this-week/articleshow/133270824.cms
2026-08-17,09:12:50,LICHSGFIN,LIC Housing Finance Ltd.,bearish,0.8,gemini,"The stock is turning ex-record date for corporate actions, which typically leads to a mechanical downward adjustment in its share price.","Bonus, stock splits &amp; dividends: Bandhan Bank, MGL, Mazagon Dock among nearly 100 stocks turning ex-record date this week",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/bonus-stock-splits-dividends-bandhan-bank-mgl-mazagon-dock-among-nearly-100-stocks-turning-ex-record-date-this-week/articleshow/133270824.cms
2026-08-17,09:12:52,MGL,Mahanagar Gas Ltd.,bullish,0.65,keyword,bonus issue,"Bonus, stock splits &amp; dividends: Bandhan Bank, MGL, Mazagon Dock among nearly 100 stocks turning ex-record date this week",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/bonus-stock-splits-dividends-bandhan-bank-mgl-mazagon-dock-among-nearly-100-stocks-turning-ex-record-date-this-week/articleshow/133270824.cms
2026-08-17,09:13:09,TATACAP,Tata Capital Ltd.,bullish,0.4,gemini,"Tata Capital is mentioned as a major player associated with Keertana Finserv, which is poised for growth in the expanding gold loan sector.",Neo Wealth buys a 9.9% stake in Keertana Finserv,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/neo-wealth-buys-a-9-6-stake-in-keertana-finserv/articleshow/133249881.cms
2026-08-17,09:13:13,PATANJALI,Patanjali Foods Ltd.,bullish,0.9,gemini,"The company reported strong Q1 results with significant growth in revenue, profit, and EBITDA, along with interim dividend declarations.","Patanjali Foods Q1 Results: Gross profit rises 35% YoY to Rs 1,521 crore",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/earnings/patanjali-foods-q1-results-gross-profit-rises-35-yoy-to-rs-1521-crore/articleshow/133246238.cms
2026-08-17,09:13:15,URBANCO,Urban Company Ltd.,bearish,0.8,gemini,A major investor offloading a significant stake typically increases supply and puts downward pressure on the stock price.,Accel India IV offloads 1.3 pc stake in Urban Company,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/accel-india-iv-offloads-1-3-pc-stake-in-urban-company/articleshow/133245881.cms
2026-08-17,09:13:21,ASHOKLEY,Ashok Leyland Ltd.,bullish,0.8,gemini,"The company reported a rise in profit and a significant jump in revenue, supported by record commercial vehicle sales.","Ashok Leyland Q1 profit rises 2% as revenue jumps 10% to Rs 10,750 crore",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/earnings/ashok-leyland-q1-profit-rises-2-as-revenue-jumps-10-to-rs-10750-crore/articleshow/133245820.cms
2026-08-17,09:13:22,COCHINSHIP,Cochin Shipyard Ltd.,bearish,0.7,keyword,profit falls,"Cochin Shipyard Q1 Results: Profit falls 19% YoY to Rs 151 crore, revenue up marginally",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/cochin-shipyard-q1-results-profit-falls-19-yoy-to-rs-151-crore-revenue-up-marginally/articleshow/133243674.cms
2026-08-17,09:13:25,PIDILITIND,Pidilite Industries Ltd.,bullish,0.9,gemini,The news summary explicitly states that Pidilite Industries gained 7%.,Galaxy Surfactants among 5 commodities stocks that hit 52-week highs and surged up to 28% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/galaxy-surfactants-among-5-commodities-stocks-that-hit-52-week-highs-and-surged-up-to-28-in-a-month/slideshow/133240606.cms
2026-08-17,09:13:26,COCHINSHIP,Cochin Shipyard Ltd.,bullish,0.6,keyword,jump,"Stock Alert: Reliance Inds, Voltas, Patanjali Foods, NMDC, Cochin Shipyard",business_standard_markets,https://www.business-standard.com/markets/capital-market-news/stock-alert-reliance-inds-voltas-patanjali-foods-nmdc-cochin-shipyard-126081700100_1.html
2026-08-17,09:13:27,NMDC,NMDC Ltd.,bullish,0.6,keyword,jump,"Stock Alert: Reliance Inds, Voltas, Patanjali Foods, NMDC, Cochin Shipyard",business_standard_markets,https://www.business-standard.com/markets/capital-market-news/stock-alert-reliance-inds-voltas-patanjali-foods-nmdc-cochin-shipyard-126081700100_1.html
2026-08-17,09:13:28,PATANJALI,Patanjali Foods Ltd.,bullish,0.6,keyword,jump,"Stock Alert: Reliance Inds, Voltas, Patanjali Foods, NMDC, Cochin Shipyard",business_standard_markets,https://www.business-standard.com/markets/capital-market-news/stock-alert-reliance-inds-voltas-patanjali-foods-nmdc-cochin-shipyard-126081700100_1.html
2026-08-17,09:13:31,VOLTAS,Voltas Ltd.,bullish,0.9,gemini,Voltas reported a significant increase in both net profit and net sales for Q1 FY27.,"Stock Alert: Reliance Inds, Voltas, Patanjali Foods, NMDC, Cochin Shipyard",business_standard_markets,https://www.business-standard.com/markets/capital-market-news/stock-alert-reliance-inds-voltas-patanjali-foods-nmdc-cochin-shipyard-126081700100_1.html
2026-08-17,09:13:39,MARUTI,Maruti Suzuki India Ltd.,bullish,0.65,keyword,rally,Maruti Suzuki best placed to gain from alternative-fuel shift: Analysts,business_standard_markets,https://www.business-standard.com/markets/news/maruti-suzuki-best-placed-to-gain-from-alternative-fuel-shift-analysts-126081700060_1.html
2026-08-17,09:14:00,GICRE,General Insurance Corporation of India,bearish,0.9,gemini,The significant decline in consolidated net profit and sales is likely to negatively impact the share price.,General Insurance Corporation of India consolidated net profit declines 31.10% in the June 2026 quarter,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/general-insurance-corporation-of-india-consolidated-net-profit-declines-31-10-in-the-june-2026-quarter-126081501146_1.html
2026-08-17,09:14:03,BATAINDIA,Bata India Ltd.,bullish,0.9,gemini,An analyst recommended Bata India as a short-term buy due to emerging bullish setups.,"Stocks to buy for short term: BDL, Bata India among 3 shares Anand Rathi's Jigar Patel recommends for the next 1-2 weeks",livemint_markets,https://www.livemint.com/market/stock-market-news/stocks-to-buy-for-short-term-bdl-bata-india-among-3-shares-anand-rathis-jigar-patel-recommends-for-the-next-1-2-weeks-11786934823182.html
2026-08-17,09:14:16,ASHOKLEY,Ashok Leyland Ltd.,bearish,0.8,gemini,Mahindra's expansion into heavier commercial vehicle segments will increase competition for Ashok Leyland.,Mahindra looks to plug gaps in its commercial vehicle push,livemint_companies,https://www.livemint.com/companies/mahindra-looks-to-plug-gaps-in-its-commercial-vehicle-push-11786706958796.html
2026-08-17,09:55:14,VOLTAS,Voltas Ltd.,bullish,0.75,keyword,surge,"Voltas shares in focus after Q1 profit surges 52%. Buy, Sell or Hold?",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/voltas-shares-in-focus-after-q1-profit-surges-52-buy-sell-or-hold/articleshow/133286071.cms
2026-08-17,09:55:17,PATANJALI,Patanjali Foods Ltd.,bullish,0.9,gemini,"The company reported a significant 86% year-over-year jump in Q1 profit and a 29% rise in revenue, indicating strong financial performance.","Patanjali Foods shares in focus after Q1 profit jumps 86% YoY, revenue rises to Rs 11,337 crore",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/patanjali-foods-shares-in-focus-after-q1-profit-jumps-86-yoy-revenue-rises-to-rs-11337-crore/articleshow/133286043.cms
2026-08-17,09:55:21,ULTRACEMCO,UltraTech Cement Ltd.,bearish,0.9,gemini,The headline reports UltraTech Cement's share price declined below its 100-day Simple Moving Average.,UltraTech Cem Share Price Live Updates: UltraTech Cement's Price Decline Below 100-Day SMA,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/ultratech-cem-share-price-live-updates-17-aug-2026/liveblog/133285284.cms
2026-08-17,10:35:32,IPCALAB,Ipca Laboratories Ltd.,bullish,0.85,keyword,"revenue growth, upgraded, upgrade","Ipca surges 11% in weak market, nears 52-week high on healthy Q1 results",business_standard_markets,https://www.business-standard.com/markets/news/ipca-laboratories-share-surges-11-in-weak-market-nears-52-week-high-on-healthy-q1-results-126081700184_1.html
2026-08-17,10:35:35,LGEINDIA,LG Electronics India Ltd.,bullish,0.6,keyword,jump,LG Electronics India: turnaround or just a low-base bounce?,livemint_markets,https://www.livemint.com/market/mark-to-market/lg-electronics-india-q1-results-share-price-earnings-11786935091993.html
2026-08-17,11:14:54,NMDC,NMDC Ltd.,bearish,0.9,gemini,The shares declined 4% following the release of Q1 results.,"NMDC shares decline 4% after Q1 results. Should you buy, sell or hold the stock?",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/nmdc-shares-decline-4-after-q1-results-should-you-buy-sell-or-hold-the-stock/articleshow/133287154.cms
2026-08-17,11:14:58,PWL,Physicswallah Ltd.,bullish,0.9,gemini,The shares rallied 8% following improved Q1 financial results and a positive brokerage outlook.,"PhysicsWallah shares rally 8% after Q1 loss narrows, revenue rises 24% YoY. Should you buy?",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/physicswallah-shares-rally-8-after-q1-loss-narrows-revenue-rises-24-yoy-should-you-buy/articleshow/133287057.cms
2026-08-17,11:15:05,BEML,BEML Ltd.,bullish,0.75,keyword,rally,"Defence index hits new high; Midhani, HAL, BEML rally up to 5%; here's why",business_standard_markets,https://www.business-standard.com/markets/news/defence-index-hits-new-high-midhani-hal-beml-rally-up-to-5-here-s-why-126081700326_1.html
2026-08-17,11:15:06,HAL,Hindustan Aeronautics Ltd.,bullish,0.75,keyword,rally,"Defence index hits new high; Midhani, HAL, BEML rally up to 5%; here's why",business_standard_markets,https://www.business-standard.com/markets/news/defence-index-hits-new-high-midhani-hal-beml-rally-up-to-5-here-s-why-126081700326_1.html
2026-08-17,11:15:10,PWL,Physicswallah Ltd.,bullish,0.85,keyword,"upgraded, upgrade, rallies","PhysicsWallah share price rallies 9% as Q1 loss narrows, revenue rises 24%",business_standard_markets,https://www.business-standard.com/markets/news/physicswallah-share-price-rallies-9-as-q1-loss-narrows-revenue-rises-24-126081700219_1.html
2026-08-17,11:50:40,BANKINDIA,Bank of India,bearish,0.8,gemini,Surging bond yields typically negatively impact bank profitability and asset valuations.,Bond yields surge after RBI announces early dollar deposit window closure,business_standard_markets,https://www.business-standard.com/markets/news/bond-yields-surge-after-rbi-announces-early-dollar-deposit-window-closure-126081700363_1.html
2026-08-17,11:50:42,BSE,BSE Ltd.,bullish,0.65,keyword,surge,Volumes soar at Lenskart Solutions Ltd counter,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/volumes-soar-at-lenskart-solutions-ltd-counter-126081700359_1.html
2026-08-17,11:50:43,LENSKART,Lenskart Solutions Ltd.,bullish,0.65,keyword,surge,Volumes soar at Lenskart Solutions Ltd counter,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/volumes-soar-at-lenskart-solutions-ltd-counter-126081700359_1.html
2026-08-17,11:50:46,ASHOKLEY,Ashok Leyland Ltd.,bearish,0.7,gemini,"Despite good demand, a sharp margin squeeze and falling market share are likely to negatively impact the share price.","Ashok Leyland’s demand is on the right track, but margins lag",livemint_markets,https://www.livemint.com/market/mark-to-market/ashok-leyland-q1-results-share-price-margin-market-share-11786939635130.html
2026-08-17,12:57:38,SCHNEIDER,Schneider Electric Infrastructure Ltd.,bearish,0.9,gemini,"Q1 profit plunged 70% year-over-year, causing the shares to tumble 12%.",Schneider Electric Infrastructure shares tumble 12% after Q1 profit plunges 70% YoY,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/schneider-electric-infrastructure-shares-tumble-12-after-q1-profit-plunges-70-yoy/articleshow/133289103.cms
2026-08-17,12:57:45,EICHERMOT,Eicher Motors Ltd.,bullish,0.8,gemini,The headline reports a slight price rise for Eicher Motors.,Eicher Motors Share Price Live Updates: Eicher Motors maintains stability with a slight price rise,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/eicher-motors-stock-price-livestock-price-today-live-updates-17-aug-2026/liveblog/133285566.cms
2026-08-17,12:57:53,COCHINSHIP,Cochin Shipyard Ltd.,bearish,0.9,gemini,The company's share price declined following a reported 19% year-over-year decrease in Q1 profit after tax.,Cochin Shipyard slips as Q1 PAT declines 19% YoY to Rs 151 cr,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/cochin-shipyard-slips-as-q1-pat-declines-19-yoy-to-rs-151-cr-126081700485_1.html
2026-08-17,12:57:57,PWL,Physicswallah Ltd.,bullish,0.6,keyword,jump,PhysicsWallah posts narrower Q1 loss as EBITDA turns positive,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/physicswallah-posts-narrower-q1-loss-as-ebitda-turns-positive-126081700440_1.html
2026-08-17,12:58:01,LUPIN,Lupin Ltd.,bearish,0.9,gemini,"An analyst expects the bearish trend to continue for Lupin, which is identified as an oversold stock.","Lupin, PFC, Godrej Consumer: Oversold stocks on charts; analyst take here",business_standard_markets,https://www.business-standard.com/markets/news/lupin-pfc-godrej-consumer-oversold-stocks-on-charts-analyst-take-here-126081700396_1.html
2026-08-17,13:36:42,BSE,BSE Ltd.,bearish,1.0,gemini,BSE shares tumbled 5% after Jefferies downgraded the stock to Underperform.,BSE shares tumble 5% after Jefferies downgrades stock to Underperform. Here’s why,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/bse-shares-tumble-5-after-jefferies-downgrades-stock-to-underperform-heres-why/articleshow/133290430.cms
2026-08-17,13:36:45,LUPIN,Lupin Ltd.,bullish,0.9,gemini,USFDA approval for a new drug product is a positive development for the company's revenue prospects.,"Lupin receives USFDA approval for Pitolisant Tablets, 4.45 mg and 17.8 mg",business_standard_markets,https://www.business-standard.com/markets/capital-market-news/lupin-receives-usfda-approval-for-pitolisant-tablets-4-45-mg-and-17-8-mg-126081700504_1.html
2026-08-17,13:36:49,PTCIL,PTC Industries Ltd.,bullish,0.9,gemini,The company's share price jumped significantly after reporting a substantial increase in its quarterly net profit.,PTC Industries spurts after PAT rises over fivefold to Rs 29 crore in Q1,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/ptc-industries-spurts-after-pat-rises-over-fivefold-to-rs-29-crore-in-q1-126081700502_1.html
2026-08-17,13:36:52,ITC,ITC Ltd.,bearish,0.9,gemini,The headline explicitly states ITC's share price slipped 2% and hit a 52-week low.,"ITC share price slips 2%, hits 52-week low; what's making Street nervous?",business_standard_markets,https://www.business-standard.com/markets/news/itc-share-price-slips-2-hits-52-week-low-what-s-making-street-nervous-126081700482_1.html
2026-08-17,14:26:37,BSE,BSE Ltd.,bullish,0.8,gemini,"BSE is expanding its product offerings, which could increase its revenue and market share.",BSE launches 3-day SLB contracts to boost short-term securities borrowing,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/bse-launches-3-day-slb-contracts-to-boost-short-term-securities-borrowing/articleshow/133290993.cms
2026-08-17,14:26:43,SCHNEIDER,Schneider Electric Infrastructure Ltd.,bearish,1.0,gemini,The company's share price tumbled after reporting a significant drop in Q1 net profit.,Schneider Electric Infrastructure slumps after dismal Q1 performance,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/schneider-electric-infrastructure-slumps-after-dismal-q1-performance-126081700618_1.html
2026-08-17,14:26:56,ADANIPOWER,Adani Power Ltd.,bearish,0.9,gemini,The stock has slipped for five consecutive sessions and is down on the day.,Adani Power Ltd slips for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/adani-power-ltd-slips-for-fifth-straight-session-126081700597_1.html
2026-08-17,14:26:59,BSE,BSE Ltd.,bearish,0.9,gemini,"A foreign broker downgraded the stock to 'underperform', causing its price to fall.",BSE slides after foreign broker downgrades stock to 'underperform',business_standard_markets,https://www.business-standard.com/markets/capital-market-news/bse-slides-after-foreign-broker-downgrades-stock-to-underperform-126081700584_1.html
2026-08-17,14:27:02,BDL,Bharat Dynamics Ltd.,bullish,0.8,gemini,"The summary indicates that defence shares, including BDL, extended their gains and the Nifty India Defence Index climbed.",HAL vs BEL vs BDL vs Mazagon Dock Shipbuilders: Which defence stock to buy after Q1 results 2026?,livemint_markets,https://www.livemint.com/market/stock-market-news/hal-vs-bel-vs-bdl-vs-mazagon-dock-shipbuilders-which-defence-stock-to-buy-after-q1-results-2026-11786954170289.html
2026-08-17,14:27:05,BEL,Bharat Electronics Ltd.,bullish,0.9,gemini,"The defence sector, including BEL, extended gains and the Nifty India Defence Index climbed to a fresh high.",HAL vs BEL vs BDL vs Mazagon Dock Shipbuilders: Which defence stock to buy after Q1 results 2026?,livemint_markets,https://www.livemint.com/market/stock-market-news/hal-vs-bel-vs-bdl-vs-mazagon-dock-shipbuilders-which-defence-stock-to-buy-after-q1-results-2026-11786954170289.html
2026-08-17,14:27:09,HAL,Hindustan Aeronautics Ltd.,bullish,0.8,gemini,"The overall defence sector, including HAL, extended its gains and the Nifty India Defence Index climbed.",HAL vs BEL vs BDL vs Mazagon Dock Shipbuilders: Which defence stock to buy after Q1 results 2026?,livemint_markets,https://www.livemint.com/market/stock-market-news/hal-vs-bel-vs-bdl-vs-mazagon-dock-shipbuilders-which-defence-stock-to-buy-after-q1-results-2026-11786954170289.html
2026-08-17,15:05:23,BSE,BSE Ltd.,bullish,0.6,gemini,"Increased FII investment and strong market performance indicate a healthy trading environment, which is generally positive for the exchange.","FIIs raise stakes in 12 stocks for three straight quarters; shares surge up to 130%, 3 turn multibaggers",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/fiis-raise-stakes-in-12-stocks-for-three-straight-quarters-shares-surge-up-to-130-3-turn-multibaggers/slideshow/133291970.cms
2026-08-17,15:05:26,BSE,BSE Ltd.,bearish,0.8,gemini,"The broader market indices, Sensex and Nifty, are reported to be declining.","Nifty trades below 24,350; consumer durables share decline",business_standard_markets,https://www.business-standard.com/markets/capital-market-news/nifty-trades-below-24-350-consumer-durables-share-decline-126081700661_1.html
2026-08-17,15:05:30,PTCIL,PTC Industries Ltd.,bullish,0.65,keyword,surge,Mukul Agrawal portfolio stock PTC Industries soars 8% on strong Q1 results,business_standard_markets,https://www.business-standard.com/markets/news/mukul-agrawal-portfolio-stock-ptc-industries-soars-8-on-strong-q1-results-126081700579_1.html
2026-08-17,15:05:33,COCHINSHIP,Cochin Shipyard Ltd.,bearish,0.9,gemini,The company's shares dropped 4% after its Q1 net profit fell by 19%.,"Cochin Shipyard shares extend losing streak, drop 4% after Q1 net profit falls 19%",livemint_markets,https://www.livemint.com/market/stock-market-news/cochin-shipyard-shares-extend-losing-streak-drop-4-after-q1-net-profit-falls-19-11786956032258.html
2026-08-17,15:37:34,BELRISE,Belrise Industries Ltd.,bearish,0.9,gemini,Belrise Industries Ltd was reported as one of the losers in the BSE's 'A' group today.,Zaggle Prepaid Ocean Services Ltd leads losers in 'A' group,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/zaggle-prepaid-ocean-services-ltd-leads-losers-in-a-group-126081700735_1.html
2026-08-17,15:37:38,NSLNISP,NMDC Steel Ltd.,bearish,0.9,gemini,The headline explicitly states NMDC Steel Ltd. is among the losers in the BSE's 'A' group today.,Zaggle Prepaid Ocean Services Ltd leads losers in 'A' group,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/zaggle-prepaid-ocean-services-ltd-leads-losers-in-a-group-126081700735_1.html
2026-08-17,15:37:40,PWL,Physicswallah Ltd.,bullish,0.75,keyword,"surge, jump",Volumes jump at Physicswallah Ltd counter,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/volumes-jump-at-physicswallah-ltd-counter-126081700699_1.html
2026-08-17,16:15:51,BSE,BSE Ltd.,bearish,0.9,gemini,The headline explicitly states BSE was among the top losers on August 17.,"Top Gainers &amp; Losers on 17 August: NMDC Steel, LG Electronics, BSE, Tata Tech, Infosys, Voltas among top losers",livemint_markets,https://www.livemint.com/market/stock-market-news/top-gainers-losers-on-17-august-nmdc-steel-lg-electronics-bse-tata-tech-infosys-voltas-among-top-losers-11786961037869.html
2026-08-18,09:07:06,ADANIENT,Adani Enterprises Ltd.,bullish,0.65,keyword,surge,Adani flagship eyes India’s Nifty crown after years of turmoil,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/adani-flagship-eyes-indias-nifty-crown-after-years-of-turmoil/articleshow/133309342.cms
2026-08-18,09:07:09,AEGISLOG,Aegis Logistics Ltd.,bullish,0.6,keyword,expansion plan,Aegis Logistics in talks to acquire UAE’s Tristar for $1.5 billion,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/aegis-logistics-in-talks-to-acquire-uaes-tristar-for-1-5-billion/articleshow/133308925.cms
2026-08-18,09:07:12,AXISBANK,Axis Bank Ltd.,bullish,0.85,gemini,"Axis Bank is expanding its corporate services to generate more fee income and low-cost deposits while avoiding price wars, which is positive for its profitability.","Axis Bank expands corporate play beyond loans, shuns price war",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/axis-bank-expands-corporate-play-beyond-loans-shuns-price-war/articleshow/133308830.cms
2026-08-18,09:07:16,PAYTM,One 97 Communications Ltd.,bearish,0.9,gemini,"A large block of shares is being sold at a discount, which typically creates downward pressure on the stock price.","Paytm block deal: Resilient Asset to sell up to Rs 4,895 crore stake at 3% discount",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/paytm-block-deal-resilient-asset-to-sell-up-to-rs-4895-crore-stake-at-3-discount/articleshow/133300443.cms
2026-08-18,09:07:17,CONCORDBIO,Concord Biotech Ltd.,bullish,0.65,keyword,upgrade,Market Trading Guide: Hindustan Copper among 2 stock recommendations for Tuesday,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/market-trading-guide-hindustan-copper-among-2-stock-recommendations-for-tuesday/articleshow/133300251.cms
2026-08-18,09:07:18,HINDCOPPER,Hindustan Copper Ltd.,bullish,0.65,keyword,upgrade,Market Trading Guide: Hindustan Copper among 2 stock recommendations for Tuesday,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/market-trading-guide-hindustan-copper-among-2-stock-recommendations-for-tuesday/articleshow/133300251.cms
2026-08-18,09:07:23,IPCALAB,Ipca Laboratories Ltd.,bullish,0.85,keyword,surge,KEI Industries among 4 midcap stocks to hit 52-week highs &amp; surge up to 15% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/kei-industries-among-4-midcap-stocks-to-hit-52-week-highs-amp-surge-up-to-15-in-a-month/slideshow/133295787.cms
2026-08-18,09:07:26,KEI,KEI Industries Ltd.,bullish,0.9,gemini,The stock hit a 52-week high and surged significantly in the past month.,KEI Industries among 4 midcap stocks to hit 52-week highs &amp; surge up to 15% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/kei-industries-among-4-midcap-stocks-to-hit-52-week-highs-amp-surge-up-to-15-in-a-month/slideshow/133295787.cms
2026-08-18,09:07:27,LGEINDIA,LG Electronics India Ltd.,bullish,0.85,keyword,surge,KEI Industries among 4 midcap stocks to hit 52-week highs &amp; surge up to 15% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/kei-industries-among-4-midcap-stocks-to-hit-52-week-highs-amp-surge-up-to-15-in-a-month/slideshow/133295787.cms
2026-08-18,09:07:34,BANKINDIA,Bank of India,bullish,0.65,keyword,surge,INR  settles lower amid muted equities and elevated oil prices,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/inr-settles-lower-amid-muted-equities-and-elevated-oil-prices-126081701111_1.html
2026-08-18,09:07:50,PAYTM,One 97 Communications Ltd.,bullish,0.65,keyword,block deal,"Paytm founder Sharma to sell stake worth up to  ₹4,895 crore in block deal",livemint_companies,https://www.livemint.com/companies/vijay-shekhar-sharmas-resilient-offers-paytm-stock-worth-513-mn-in-block-trade-11786978683978.html
2026-08-18,09:07:52,IDEA,Vodafone Idea Ltd.,bullish,0.65,keyword,upgrade,Jio vs Airtel: the base plan is now the new telecom battleground,livemint_companies,https://www.livemint.com/companies/news/jio-vs-airtel-telecom-industry-india-mobile-tariffs-base-plan-vodafone-11786975217347.html
2026-08-18,09:07:53,BHARTIARTL,Bharti Airtel Ltd.,bullish,0.65,keyword,upgrade,Jio vs Airtel: the base plan is now the new telecom battleground,livemint_companies,https://www.livemint.com/companies/news/jio-vs-airtel-telecom-industry-india-mobile-tariffs-base-plan-vodafone-11786975217347.html
2026-08-18,09:07:56,BHARTIARTL,Bharti Airtel Ltd.,bearish,0.6,keyword,steps down,Airtel Payments Bank names Shabnam Sinha as chairperson; Sunil Bharti Mittal to step down,livemint_companies,https://www.livemint.com/companies/news/airtel-payments-bank-leadership-change-shabnam-sinha-to-succeed-sunil-bharti-mittal-as-chairperson-11786965970710.html
