date_ist,time_ist,symbol,company,direction,confidence,engine,reason,headline,source,link
2026-08-18,13:47:32,TRIDENT,Trident Ltd.,bullish,0.6,gemini,"The company received an ESG score, which is generally viewed positively by investors focused on sustainability.",Trident receives ESG score of 58,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/trident-receives-esg-score-of-58-126081800555_1.html
2026-08-18,13:47:35,ONESOURCE,Onesource Specialty Pharma Ltd.,bullish,0.9,gemini,"The company's long-term rating was upgraded to 'A' with a positive outlook, indicating improved financial health.",India Ratings and Research upgrades LT rating of Onesource Specialty Pharma to 'A',business_standard_markets,https://www.business-standard.com/markets/capital-market-news/india-ratings-and-research-upgrades-lt-rating-of-onesource-specialty-pharma-to-a-126081800551_1.html
2026-08-18,13:47:37,ZEEL,Zee Entertainment Enterprises Ltd.,bullish,0.9,gemini,The stock has gained for three consecutive sessions and is up over 1% today.,Zee Entertainment Enterprises Ltd gains for third consecutive session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/zee-entertainment-enterprises-ltd-gains-for-third-consecutive-session-126081800550_1.html
2026-08-18,13:47:40,AEGISLOG,Aegis Logistics Ltd.,bullish,0.9,gemini,The stock has risen for the third consecutive session and is up over 5% on the day.,Aegis Logistics Ltd rises for third consecutive session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/aegis-logistics-ltd-rises-for-third-consecutive-session-126081800549_1.html
2026-08-18,14:25:34,PPLPHARMA,Piramal Pharma Ltd.,bullish,0.8,gemini,Piramal Pharma increasing its stake in Yapan Bio is generally perceived as a positive strategic investment.,Piramal Pharma hikes stake in Yapan Bio,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/piramal-pharma-hikes-stake-in-yapan-bio-126081800644_1.html
2026-08-18,14:25:40,BOSCHLTD,Bosch Ltd.,bullish,0.9,gemini,The headline explicitly states Bosch's share price is soaring and hitting new highs.,Bosch share price soars 18% so far in August; hits new high in weak market,business_standard_markets,https://www.business-standard.com/markets/news/bosch-share-price-soars-18-so-far-in-august-hits-new-high-in-weak-market-126081800558_1.html
2026-08-18,14:53:44,LENSKART,Lenskart Solutions Ltd.,bullish,0.9,gemini,Lenskart shares gained after incorporating a new subsidiary in China.,Lenskart shares gain over 5% to record high after incorporating new step-down subsidiary in China,livemint_markets,https://www.livemint.com/market/stock-market-news/lenskart-shares-gain-over-5-to-record-high-after-incorporating-new-step-down-subsidiary-in-china-11787043990119.html
2026-08-18,14:53:48,GODREJIND,Godrej Industries Ltd.,bullish,0.7,gemini,"The Godrej Industries Group's financial arm is raising a significant fund for a new private credit venture, indicating business expansion and potential future growth.","Godrej Industries Group eyes  ₹2,000 crore for maiden private credit fund",livemint_companies,https://www.livemint.com/companies/news/godrej-industries-group-godrej-capital-maiden-private-credit-fund-11787039255512.html
2026-08-18,15:25:03,TIINDIA,Tube Investments of India Ltd.,bullish,0.75,keyword,"surge, jump",Volumes jump at Tube Investments of India Ltd counter,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/volumes-jump-at-tube-investments-of-india-ltd-counter-126081800693_1.html
2026-08-18,15:25:04,INFY,Infosys Ltd.,bearish,0.65,keyword,tumble,Infosys Ltd slips for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/infosys-ltd-slips-for-fifth-straight-session-126081800691_1.html
2026-08-18,15:25:05,BSE,BSE Ltd.,bullish,0.6,keyword,jump,BSE Ltd eases for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/bse-ltd-eases-for-fifth-straight-session-126081800690_1.html
2026-08-18,15:25:07,BSE,BSE Ltd.,bullish,0.85,keyword,hits 52-week high,Paras Defence zooms 163% from March low; hits 52-week high on huge volume,business_standard_markets,https://www.business-standard.com/markets/news/paras-defence-zooms-163-from-march-low-hits-52-week-high-on-huge-volume-126081800661_1.html
2026-08-18,15:48:57,BSE,BSE Ltd.,bearish,0.75,keyword,downgrade,"BSE stock hammered after back-to-back downgrades, down 10% in 5 sessions",business_standard_markets,https://www.business-standard.com/markets/news/bse-stock-hammered-after-back-to-back-downgrades-down-10-in-5-sessions-126081800710_1.html
2026-08-18,16:20:55,GRSE,Garden Reach Shipbuilders & Engineers Ltd.,bullish,1.0,gemini,GRSE's share price is reported to have jumped up to 10% following the government's new indigenisation list for defence items.,"Defence stocks fire up! Paras Defence, GRSE, other stocks jump up to 10% as govt notifies 6th indigenisation list",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/defence-stocks-fire-up-paras-defence-grse-other-stocks-jump-up-to-10-as-govt-notifies-6th-indigenisation-list/articleshow/133318729.cms
2026-08-18,16:21:01,TATAELXSI,Tata Elxsi Ltd.,bearish,0.9,gemini,The headline explicitly states Tata Elxsi was among the top losers on August 18.,"Top Gainers &amp; Losers on 18 August: PTC Industries, Inox Wind, Mphasis, Tata Elxsi, Suzlon Energy among top losers",livemint_markets,https://www.livemint.com/market/stock-market-news/top-gainers-losers-on-18-august-ptc-industries-inox-wind-mphasis-tata-elxsi-suzlon-energy-among-top-losers-11787047296067.html
2026-08-18,16:41:31,BELRISE,Belrise Industries Ltd.,bullish,0.75,keyword,"buy rating, strong demand","Jefferies raises Belrise Industries target price, sees 18% upside on strong demand, business expansion",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/jefferies-raises-belrise-industries-target-price-sees-18-upside-on-strong-demand-business-expansion/articleshow/133319608.cms
2026-08-19,09:09:02,ACE,Action Construction Equipment Ltd.,bullish,0.9,gemini,"ACE's stock surged over 5% and triggered a bullish scanner, indicating strong buying momentum.","Action Construction Equipment among 4 stocks flashing bullish signals, indicating possible uptrend",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/action-construction-equipment-among-4-stocks-flashing-bullish-signals-indicating-possible-uptrend/slideshow/133336455.cms
2026-08-19,09:09:05,NATCOPHARM,NATCO Pharma Ltd.,bullish,0.8,gemini,"The headline indicates it is the last day to buy NATCOPHARM shares to be eligible for dividends, which typically drives short-term buying interest.","Dividend alert! Last day to buy Mazagon Dock, Natco Pharma and 13 other stocks for dividends. Do you own any?",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/dividend-alert-mazagon-dock-natco-pharma-among-15-stocks-turning-ex-dividend-on-thursday-do-you-own-any/articleshow/133335365.cms
2026-08-19,09:09:12,ASHOKLEY,Ashok Leyland Ltd.,bearish,0.7,gemini,"Despite record sales and revenue, operating margins declined, leading to flat operating earnings.",Ashok Leyland just had a record June quarter. So why did the margin fall a full point?,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/ashok-leyland-just-had-a-record-june-quarter-so-why-did-the-margin-fall-a-full-point/articleshow/133325764.cms
2026-08-19,09:09:13,MCX,Multi Commodity Exchange of India Ltd.,bullish,0.65,keyword,buy rating,"Regulatory tailwinds to boost growth for MCX, says HDFC Securities, retains Buy for 18% gains",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/regulatory-tailwinds-to-boost-growth-for-mcx-says-hdfc-securities-retains-buy-for-18-gains/articleshow/133322360.cms
2026-08-19,09:09:15,BSE,BSE Ltd.,bullish,0.75,keyword,surge,Ajanta Pharma among 5 midcap stocks to hit 52-week highs &amp; surge up to 18% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/ajanta-pharma-among-5-midcap-stocks-to-hit-52-week-highs-amp-surge-up-to-18-in-a-month/slideshow/133321586.cms
2026-08-19,09:09:19,KEI,KEI Industries Ltd.,bullish,0.9,gemini,KEI Industries hit a 52-week high and led monthly gains at 18%.,Ajanta Pharma among 5 midcap stocks to hit 52-week highs &amp; surge up to 18% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/ajanta-pharma-among-5-midcap-stocks-to-hit-52-week-highs-amp-surge-up-to-18-in-a-month/slideshow/133321586.cms
2026-08-19,09:09:22,LENSKART,Lenskart Solutions Ltd.,bullish,0.9,gemini,"Lenskart Solutions hit a 52-week high and advanced 17% in a month, showing resilience amid market weakness.",Ajanta Pharma among 5 midcap stocks to hit 52-week highs &amp; surge up to 18% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/ajanta-pharma-among-5-midcap-stocks-to-hit-52-week-highs-amp-surge-up-to-18-in-a-month/slideshow/133321586.cms
2026-08-19,09:09:24,RADICO,Radico Khaitan Ltd,bullish,0.75,keyword,surge,Ajanta Pharma among 5 midcap stocks to hit 52-week highs &amp; surge up to 18% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/ajanta-pharma-among-5-midcap-stocks-to-hit-52-week-highs-amp-surge-up-to-18-in-a-month/slideshow/133321586.cms
2026-08-19,09:09:36,BSE,BSE Ltd.,bearish,0.75,keyword,downgrade,"BSE hits 4-month low after Jefferies, Nuvama downgrade stock on CAS risks",business_standard_markets,https://www.business-standard.com/markets/news/bse-hits-4-month-low-after-jefferies-nuvama-downgrade-stock-on-cas-risks-126081801046_1.html
2026-08-19,09:09:42,HINDCOPPER,Hindustan Copper Ltd.,bullish,0.75,keyword,rally,Hindustan Copper shares rebound 20% in 15 sessions. What’s driving the rally?,livemint_markets,https://www.livemint.com/market/stock-market-news/hindustan-copper-shares-rebound-20-in-15-sessions-what-s-driving-the-rally-11787063093871.html
2026-08-19,09:50:17,INFY,Infosys Ltd.,bullish,0.9,gemini,"Infosys shares recorded gains, defying the broader market's downward trend.","Sensex falls 100 points, Nifty below 23,150 as market bleeds for 7th session. What lies ahead?",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/sensex-falls-100-points-nifty-below-23150-as-market-bleeds-for-7th-session-what-lies-ahead/articleshow/133336722.cms
2026-08-19,10:25:45,BSE,BSE Ltd.,bearish,0.75,keyword,"downgraded, downgrade",D-Street’s CAS turmoil clouds BSE’s growth outlook,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/d-streets-cas-turmoil-clouds-bses-growth-outlook/articleshow/133336997.cms
2026-08-19,10:52:21,INFY,Infosys Ltd.,bearish,0.85,keyword,"downgraded, downgrade, crash","IT crash ahead? CLSA downgrades TCS, Infosys, Wipro, other stocks; revises target prices. Here's why",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/it-crash-ahead-clsa-downgrades-tcs-infosys-wipro-other-stocks-revises-target-prices-heres-why/articleshow/133337948.cms
2026-08-19,10:52:22,TCS,Tata Consultancy Services Ltd.,bearish,0.85,keyword,"downgraded, downgrade, crash","IT crash ahead? CLSA downgrades TCS, Infosys, Wipro, other stocks; revises target prices. Here's why",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/it-crash-ahead-clsa-downgrades-tcs-infosys-wipro-other-stocks-revises-target-prices-heres-why/articleshow/133337948.cms
2026-08-19,10:52:24,WIPRO,Wipro Ltd.,bearish,0.85,keyword,"downgraded, downgrade, crash","IT crash ahead? CLSA downgrades TCS, Infosys, Wipro, other stocks; revises target prices. Here's why",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/it-crash-ahead-clsa-downgrades-tcs-infosys-wipro-other-stocks-revises-target-prices-heres-why/articleshow/133337948.cms
2026-08-19,11:23:07,DALBHARAT,Dalmia Bharat Ltd.,bullish,0.75,keyword,rally,"Bajaj Hind, Dwarikesh, Renuka rally up to 14%; what's driving sugar stocks?",business_standard_markets,https://www.business-standard.com/markets/news/bajaj-hindusthan-dwarikesh-renuka-rally-up-to-14-why-sugar-stocks-are-rising-126081900329_1.html
2026-08-19,11:23:11,ATGL,Adani Total Gas Ltd.,bullish,0.75,keyword,rally,"IGL, MGL, Adani Total rally up to 6% on PNG incentive scheme approval",business_standard_markets,https://www.business-standard.com/markets/news/igl-mgl-adani-total-rally-up-to-6-on-png-incentive-scheme-approval-126081900341_1.html
2026-08-19,11:23:12,IGL,Indraprastha Gas Ltd.,bullish,0.75,keyword,rally,"IGL, MGL, Adani Total rally up to 6% on PNG incentive scheme approval",business_standard_markets,https://www.business-standard.com/markets/news/igl-mgl-adani-total-rally-up-to-6-on-png-incentive-scheme-approval-126081900341_1.html
2026-08-19,11:23:13,MGL,Mahanagar Gas Ltd.,bullish,0.75,keyword,rally,"IGL, MGL, Adani Total rally up to 6% on PNG incentive scheme approval",business_standard_markets,https://www.business-standard.com/markets/news/igl-mgl-adani-total-rally-up-to-6-on-png-incentive-scheme-approval-126081900341_1.html
2026-08-19,11:49:24,ATGL,Adani Total Gas Ltd.,bullish,0.65,keyword,rally,"IGL, MGL to Adani Total Gas: City gas distributor stocks rise up to 4%; here's why",livemint_markets,https://www.livemint.com/market/stock-market-news/igl-mgl-to-adani-total-gas-city-gas-distributor-stocks-rise-up-to-4-heres-why-11787117125898.html
2026-08-19,11:49:25,IGL,Indraprastha Gas Ltd.,bullish,0.65,keyword,rally,"IGL, MGL to Adani Total Gas: City gas distributor stocks rise up to 4%; here's why",livemint_markets,https://www.livemint.com/market/stock-market-news/igl-mgl-to-adani-total-gas-city-gas-distributor-stocks-rise-up-to-4-heres-why-11787117125898.html
2026-08-19,11:49:26,MGL,Mahanagar Gas Ltd.,bullish,0.65,keyword,rally,"IGL, MGL to Adani Total Gas: City gas distributor stocks rise up to 4%; here's why",livemint_markets,https://www.livemint.com/market/stock-market-news/igl-mgl-to-adani-total-gas-city-gas-distributor-stocks-rise-up-to-4-heres-why-11787117125898.html
2026-08-19,12:40:00,ATGL,Adani Total Gas Ltd.,bullish,0.9,gemini,The government's new incentive scheme to boost domestic PNG connections is expected to positively impact Adani Total Gas Ltd.,"IGL, MGL, Adani Total Gas shares rally up to 6% as govt boosts domestic PNG push",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/igl-mgl-adani-total-gas-shares-rally-up-to-6-as-govt-boosts-domestic-png-push/articleshow/133339597.cms
2026-08-19,12:40:02,IGL,Indraprastha Gas Ltd.,bullish,0.75,keyword,rally,"IGL, MGL, Adani Total Gas shares rally up to 6% as govt boosts domestic PNG push",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/igl-mgl-adani-total-gas-shares-rally-up-to-6-as-govt-boosts-domestic-png-push/articleshow/133339597.cms
2026-08-19,12:40:06,MGL,Mahanagar Gas Ltd.,bullish,0.9,gemini,MGL shares rallied up to 6% after the government approved an incentive scheme to accelerate domestic PNG connections.,"IGL, MGL, Adani Total Gas shares rally up to 6% as govt boosts domestic PNG push",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/igl-mgl-adani-total-gas-shares-rally-up-to-6-as-govt-boosts-domestic-png-push/articleshow/133339597.cms
2026-08-19,12:40:09,BAJAJ-AUTO,Bajaj Auto Ltd.,bullish,0.9,gemini,The headline explicitly mentions 'Gains and Returns' in relation to Bajaj Auto's stock update.,Bajaj Auto Share Price Live Updates: Bajaj Auto's Stock Update: Gains and Returns,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/bajaj-auto-stock-price-live-updates-19-aug-2026/liveblog/133337038.cms
2026-08-19,12:40:22,BSE,BSE Ltd.,bullish,0.6,gemini,"The news highlights positive performance of companies listed on BSE, suggesting a healthy market environment for the exchange.",Cressanda Railway Solutions Ltd leads gainers in 'B' group,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/cressanda-railway-solutions-ltd-leads-gainers-in-b-group-126081900470_1.html
2026-08-19,12:40:28,ASTERDM,Aster DM Healthcare Ltd.,bullish,0.9,gemini,The headline explicitly states the stock is up 8% from its day's low following a block deal.,Aster DM block deal: 65.6mn shares change hands; stock up 8% from day's low,business_standard_markets,https://www.business-standard.com/markets/news/aster-dm-quality-care-block-deal-65-6mn-shares-change-hands-stock-up-8-from-day-s-low-126081900415_1.html
2026-08-19,13:22:01,BSE,BSE Ltd.,bearish,0.8,gemini,"Major analysts downgraded the stock and cut target prices, citing several headwinds for the company.","BSE shares bounce 2% after 5-session losing streak. Here’s why Jefferies, Nuvama advise caution",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/bse-shares-bounce-2-after-5-session-losing-streak-heres-why-jefferies-nuvama-advise-caution/articleshow/133341155.cms
2026-08-19,13:22:09,DABUR,Dabur India Ltd.,bearish,0.9,gemini,"Dabur India hit a 52-week low, with analysts citing elevated raw material costs for the FMCG sector.","HDFC Bank, ITC, Hindustan Unilever, Dabur India, IRFC, UPL hit 52-week lows",business_standard_markets,https://www.business-standard.com/markets/news/hdfc-bank-itc-hindustan-unilever-dabur-india-irfc-upl-hit-52-week-lows-126081900482_1.html
2026-08-19,13:22:12,HDFCBANK,HDFC Bank Ltd.,bearish,0.9,gemini,HDFC Bank's share price hit a 52-week low according to the headline.,"HDFC Bank, ITC, Hindustan Unilever, Dabur India, IRFC, UPL hit 52-week lows",business_standard_markets,https://www.business-standard.com/markets/news/hdfc-bank-itc-hindustan-unilever-dabur-india-irfc-upl-hit-52-week-lows-126081900482_1.html
2026-08-19,13:22:18,HINDUNILVR,Hindustan Unilever Ltd.,bearish,0.9,gemini,Hindustan Unilever's share price hit a 52-week low.,"HDFC Bank, ITC, Hindustan Unilever, Dabur India, IRFC, UPL hit 52-week lows",business_standard_markets,https://www.business-standard.com/markets/news/hdfc-bank-itc-hindustan-unilever-dabur-india-irfc-upl-hit-52-week-lows-126081900482_1.html
2026-08-19,13:22:21,IRFC,Indian Railway Finance Corporation Ltd.,bearish,0.9,gemini,"IRFC's share price hit a 52-week low, indicating negative momentum.","HDFC Bank, ITC, Hindustan Unilever, Dabur India, IRFC, UPL hit 52-week lows",business_standard_markets,https://www.business-standard.com/markets/news/hdfc-bank-itc-hindustan-unilever-dabur-india-irfc-upl-hit-52-week-lows-126081900482_1.html
2026-08-19,13:22:23,BSE,BSE Ltd.,bearish,0.65,keyword,shares decline,Sensex slides 313 pts; private bank shares decline,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/sensex-slides-313-pts-private-bank-shares-decline-126081900496_1.html
2026-08-19,13:48:44,ITI,ITI Ltd.,bullish,0.9,gemini,The company's share price rose due to the e-auction of a valuable land parcel.,"ITI rises as 44-acre Bengaluru land parcel put up for Rs 1,685 crore e-auction",business_standard_markets,https://www.business-standard.com/markets/capital-market-news/iti-rises-as-44-acre-bengaluru-land-parcel-put-up-for-rs-1-685-crore-e-auction-126081900539_1.html
2026-08-19,14:28:15,JWL,Jupiter Wagons Ltd.,bearish,0.9,gemini,Jefferies cut Jupiter Wagons' target price and maintained an Underperform rating after weak Q1 earnings and lowered future EPS estimates.,"Jefferies cuts target price for Jupiter Wagons, maintains Underperform after Q1 earnings. Here’s why",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/jefferies-cuts-target-price-for-jupiter-wagons-maintains-underperform-after-q1-earnings-heres-why/articleshow/133341991.cms
2026-08-19,14:28:20,BSE,BSE Ltd.,bullish,0.8,gemini,The strong performance of the BSE IPO index indicates increased activity and potential revenue for BSE Ltd.,"IPO index hits new high; Dhoot Transmission, Juniper Green soar up to 10%",business_standard_markets,https://www.business-standard.com/markets/news/ipo-index-hits-new-high-dhoot-transmission-juniper-green-soar-up-to-10-126081900598_1.html
2026-08-19,15:03:02,IDFCFIRSTB,IDFC First Bank Ltd.,bullish,0.9,gemini,"IDFC First Bank successfully raised $500 million from major global investors, diversifying its funding base and supporting growth.","BlackRock, Capital Group anchor IDFC FIRST Bank’s maiden $500 million global bond",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/blackrock-capital-group-anchor-idfc-first-banks-maiden-500-million-global-bond/articleshow/133342921.cms
2026-08-19,15:03:06,BANDHANBNK,Bandhan Bank Ltd.,bearish,0.9,gemini,The stock has eased for five straight sessions and is down on the day.,Bandhan Bank Ltd eases for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/bandhan-bank-ltd-eases-for-fifth-straight-session-126081900690_1.html
2026-08-19,15:03:07,BANKINDIA,Bank of India,bullish,0.6,keyword,jump,Bank of India eases for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/bank-of-india-eases-for-fifth-straight-session-126081900689_1.html
2026-08-19,15:03:09,ABBOTINDIA,Abbott India Ltd.,bullish,0.6,keyword,jump,Abbott India Ltd down for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/abbott-india-ltd-down-for-fifth-straight-session-126081900688_1.html
2026-08-19,15:03:10,ZYDUSLIFE,Zydus Lifesciences Ltd.,bullish,0.6,keyword,jump,Zydus Lifesciences Ltd down for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/zydus-lifesciences-ltd-down-for-fifth-straight-session-126081900687_1.html
2026-08-19,15:03:11,NESTLEIND,Nestle India Ltd.,bullish,0.6,keyword,jump,Nestle India Ltd down for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/nestle-india-ltd-down-for-fifth-straight-session-126081900685_1.html
2026-08-19,15:03:12,BRITANNIA,Britannia Industries Ltd.,bearish,0.65,keyword,tumble,Britannia Industries Ltd down for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/britannia-industries-ltd-down-for-fifth-straight-session-126081900684_1.html
2026-08-19,15:03:13,NAVA,Nava Ltd.,bullish,0.6,keyword,jump,Nava Ltd down for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/nava-ltd-down-for-fifth-straight-session-126081900683_1.html
2026-08-19,15:03:14,EXIDEIND,Exide Industries Ltd.,bullish,0.6,keyword,jump,Exide Industries Ltd drops for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/exide-industries-ltd-drops-for-fifth-straight-session-126081900682_1.html
2026-08-19,15:03:16,CANBK,Canara Bank,bullish,0.6,keyword,jump,Canara Bank down for fifth straight session,business_standard_markets,https://www.business-standard.com/markets/capital-market-news/canara-bank-down-for-fifth-straight-session-126081900681_1.html
2026-08-19,15:03:19,RAILTEL,Railtel Corporation Of India Ltd.,bullish,0.75,keyword,"surge, jump",RailTel Corporation shares jump over 7% on  ₹167 crore EPFO order,livemint_markets,https://www.livemint.com/market/stock-market-news/railtel-corporation-shares-jump-over-7-on-rs-167-crore-epfo-order-11787130223057.html
2026-08-19,15:31:35,SWIGGY,Swiggy Ltd.,bullish,0.65,keyword,buy rating,Swiggy to see $400 million outflows after Indian-owned status? Jefferies explains why,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/swiggy-to-see-400-million-outflows-after-indian-owned-status-jefferies-explains-why/articleshow/133343604.cms
2026-08-19,16:06:14,BPCL,Bharat Petroleum Corporation Ltd.,bullish,0.6,keyword,capacity expansion,Oil India vs ONGC vs OMCs: What JM Financial’s $80 Brent call means for oil stocks,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/oil-india-vs-ongc-vs-omcs-what-jm-financials-80-brent-call-means-for-oil-stocks/articleshow/133344751.cms
2026-08-19,16:06:15,JMFINANCIL,JM Financial Ltd.,bullish,0.6,keyword,capacity expansion,Oil India vs ONGC vs OMCs: What JM Financial’s $80 Brent call means for oil stocks,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/oil-india-vs-ongc-vs-omcs-what-jm-financials-80-brent-call-means-for-oil-stocks/articleshow/133344751.cms
2026-08-19,16:06:16,ONGC,Oil & Natural Gas Corporation Ltd.,bullish,0.6,keyword,capacity expansion,Oil India vs ONGC vs OMCs: What JM Financial’s $80 Brent call means for oil stocks,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/oil-india-vs-ongc-vs-omcs-what-jm-financials-80-brent-call-means-for-oil-stocks/articleshow/133344751.cms
2026-08-19,16:06:17,OIL,Oil India Ltd.,bullish,0.6,keyword,capacity expansion,Oil India vs ONGC vs OMCs: What JM Financial’s $80 Brent call means for oil stocks,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/oil-india-vs-ongc-vs-omcs-what-jm-financials-80-brent-call-means-for-oil-stocks/articleshow/133344751.cms
2026-08-20,09:08:46,CPPLUS,Aditya Infotech Ltd.,bullish,0.8,gemini,Aditya Infotech's fundraising approval is a positive development for the company.,"Stocks in news: Hyundai Motor India, BSE, HEG, Hexaware Tech and Oil India",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-hyundai-motor-india-bse-heg-hexaware-tech-and-oil-india/articleshow/133353448.cms
2026-08-20,09:09:10,BSE,BSE Ltd.,bullish,0.75,keyword,surge,Lenskart Solutions among 4 stocks to hit 52-week highs &amp; surge up to 25% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/lenskart-solutions-among-4-stocks-to-hit-52-week-highs-amp-surge-up-to-25-in-a-month/slideshow/133348316.cms
2026-08-20,09:09:11,BOSCHLTD,Bosch Ltd.,bullish,0.75,keyword,surge,Lenskart Solutions among 4 stocks to hit 52-week highs &amp; surge up to 25% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/lenskart-solutions-among-4-stocks-to-hit-52-week-highs-amp-surge-up-to-25-in-a-month/slideshow/133348316.cms
2026-08-20,09:09:13,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,bullish,0.75,keyword,surge,Lenskart Solutions among 4 stocks to hit 52-week highs &amp; surge up to 25% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/lenskart-solutions-among-4-stocks-to-hit-52-week-highs-amp-surge-up-to-25-in-a-month/slideshow/133348316.cms
2026-08-20,09:09:14,LENSKART,Lenskart Solutions Ltd.,bullish,0.75,keyword,surge,Lenskart Solutions among 4 stocks to hit 52-week highs &amp; surge up to 25% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/lenskart-solutions-among-4-stocks-to-hit-52-week-highs-amp-surge-up-to-25-in-a-month/slideshow/133348316.cms
2026-08-20,09:09:15,MOTHERSON,Samvardhana Motherson International Ltd.,bullish,0.75,keyword,surge,Lenskart Solutions among 4 stocks to hit 52-week highs &amp; surge up to 25% in a month,et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/lenskart-solutions-among-4-stocks-to-hit-52-week-highs-amp-surge-up-to-25-in-a-month/slideshow/133348316.cms
2026-08-20,09:09:16,BAJFINANCE,Bajaj Finance Ltd.,bullish,0.65,keyword,rallies,"Market wrap:  HCL Tech, Sun Pharma, Power Grid, Bajaj Finance top gainers and losers on Nifty and Sensex on Wednesday",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-hcl-tech-sun-pharma-power-grid-bajaj-finance-top-gainers-and-losers-on-nifty-and-sensex-on-wednesday/articleshow/133347947.cms
2026-08-20,09:09:18,POWERGRID,Power Grid Corporation of India Ltd.,bullish,0.65,keyword,rallies,"Market wrap:  HCL Tech, Sun Pharma, Power Grid, Bajaj Finance top gainers and losers on Nifty and Sensex on Wednesday",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-hcl-tech-sun-pharma-power-grid-bajaj-finance-top-gainers-and-losers-on-nifty-and-sensex-on-wednesday/articleshow/133347947.cms
2026-08-20,09:09:19,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,bullish,0.65,keyword,rallies,"Market wrap:  HCL Tech, Sun Pharma, Power Grid, Bajaj Finance top gainers and losers on Nifty and Sensex on Wednesday",et_markets_stocks,https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-hcl-tech-sun-pharma-power-grid-bajaj-finance-top-gainers-and-losers-on-nifty-and-sensex-on-wednesday/articleshow/133347947.cms
2026-08-20,09:09:23,JMFINANCIL,JM Financial Ltd.,bullish,0.65,keyword,upgrade,"Strip out oil, and the June quarter's earnings story inverts: JM Financial",business_standard_markets,https://www.business-standard.com/markets/news/strip-out-oil-and-the-june-quarter-s-earnings-story-inverts-jm-financial-126082000101_1.html
